744906312,瑞士超,2017-07-23 22:00,图恩 vs 锡昂,平/半,1.08|0.82,2.5/3,0.88|0.99,(53655)-(137448)=-83793,(283106)-(40613)=242493,26022,0,(8100)-(9527)=-1427,(197540)-(11791)=185749,58286,0,平手,1.29|0.65,1.5,2.70|0.25,89',,0:1
744905619,瑞典超,2017-07-23 23:30,卡尔马 FF vs AFC联,半/一,1.02|0.88,2.5,0.85|1.03,(29280)-(341208)=-311928,(313876)-(328176)=-14300,124969,0,(21736)-(43300)=-21564,(14813)-(2707)=12106,-6500,0,平手,0.51|1.58,2.5,3.33|0.18,89',,2:0
744906553,芬超,2017-07-23 23:30,VPS 瓦萨 vs 于韦斯屈莱,球半,1.09|0.81,2.5/3,1.06|0.82,(45690)-(302195)=-256505,(365975)-(279369)=86606,-83425,0,(0)-(62777)=-62777,(208412)-(52216)=156196,-116731,0,平/半,2.38|0.30,2.5,3.22|0.19,89',,1:1
744906526,芬超,2017-07-23 23:30,HJK 赫尔辛基 vs PS 凯米,两/两球半,0.90|1.00,3/3.5,0.80|1.08,(296579)-(71360)=225219,(591600)-(401681)=189919,-404383,0,(176047)-(10756)=165291,(283832)-(205657)=78175,-140212,0,平/半,2.12|0.35,3.5,2.94|0.22,89',,2:1
744905737,瑞典超,2017-07-23 23:30,哥登堡 vs 奥雷布洛,半/一,0.87|1.03,3,0.94|0.94,(161136)-(280479)=-119343,(201861)-(132757)=69104,726371,0,(0)-(3073)=-3073,(83500)-(219242)=-135742,-194099,0,平手,1.21|0.70,3.5,2.94|0.22,89',,2:1
744166465,爱尔兰超级联赛,2017-07-24 00:00,登克尔克 vs 沙姆洛克流浪,,,,,(143154)-(128765)=14389,0,-218233,0,(298)-(0)=298,0,-20000,0,,,,,,,-
745776608,冰岛超级联赛,2017-07-24 01:00,阿克雷里 vs 贝雷达比历克,,,,,(125244)-(11210)=114034,(91191)-(15864)=75327,13427,0,(9467)-(0)=9467,(74663)-(33000)=41663,0,0,,,,,,,-
745780489,巴西甲,2017-07-24 03:00,阿瓦伊 vs 克鲁塞罗 MG,受半球,0.88|1.02,2,0.80|1.07,(61775)-(285812)=-224037,(98085)-(420804)=-322719,-151818,0,(6496)-(0)=6496,(138834)-(57942)=80892,72448,0,平手,1.92|0.40,1.5,3.33|0.18,89',,1:0
745780503,巴西甲,2017-07-24 03:00,弗鲁米嫩塞 RJ vs 科林蒂安 SP,平/半,0.88|1.02,2.5,0.92|0.95,(96798)-(240459)=-143661,(251745)-(189383)=62362,-75906,0,(38200)-(20620)=17580,(68775)-(20110)=48665,-157049,0,平手,0.61|1.36,2.5,4.16|0.12,89',,0:2
745776629,冰岛超级联赛,2017-07-24 04:00,史特贾纳 vs 格林达维克 Umf,,,,,(32823)-(26320)=6503,(49414)-(65655)=-16241,-80,0,(0)-(2200)=-2200,(33012)-(12745)=20267,0,0,,,,,,,-
745780482,巴西甲,2017-07-24 06:00,戈亚尼恩斯竞技 vs 博塔弗戈 RJ,平/半,1.02|0.86,2,0.87|0.99,(264101)-(174972)=89129,(107290)-(111390)=-4100,483288,0,(1495)-(0)=1495,(28052)-(28810)=-758,315155,0,平手,0.61|1.36,2.5,3.12|0.20,89',,1:1
745780493,巴西甲,2017-07-24 06:00,巴拉纳竞技 vs 庞特普雷塔,平/半,0.93|0.97,2/2.5,1.07|0.80,(32049)-(74282)=-42233,(650758)-(89314)=561444,-584237,0,(9161)-(0)=9161,(75684)-(23700)=51984,80306,0,平手,0.37|2.04,1.5,3.44|0.17,89',,0:1
745780477,巴西甲,2017-07-24 06:00,米内罗竞技 vs 瓦斯科达伽马 RJ,半/一,1.00|0.90,2.5,0.92|0.95,(17986)-(165915)=-147929,(87164)-(229619)=-142455,-36880,0,(6067)-(2220)=3847,(1050)-(88146)=-87096,6083,0,平手,0.52|1.56,3.5,3.12|0.20,89',,1:2
743409594,芬兰甲级联赛,2017-07-24 23:30,洪卡埃斯波 vs 格兰库拉,,,,,(141458)-(123679)=17779,0,32321,0,(26100)-(1369)=24731,0,35800,0,,,,,,,-
745275777,波兰超,2017-07-25 00:00,卢宾    vs 斯拉斯克,平/半,0.99|0.91,2.5,0.98|0.88,(149428)-(145879)=3549,(94378)-(50183)=44195,20858,0,(0)-(16638)=-16638,(17251)-(34392)=-17141,-80744,0,平手,1.75|0.45,0.5,3.12|0.20,89',,0:0
745275810,瑞典甲,2017-07-25 01:00,加尔斯哥登堡 vs 奧斯达,平手,1.16|0.76,2/2.5,0.92|0.94,(150816)-(517854)=-367038,(242707)-(380524)=-137817,-614651,0,(50469)-(32000)=18469,(157469)-(19295)=138174,19871,0,平手,0.93|0.95,3.5,3.33|0.18,89',,1:2
745275785,瑞典超,2017-07-25 01:00,哈马比 vs 埃尔夫斯堡,平/半,1.11|0.80,3,0.95|0.93,(108973)-(236854)=-127881,(320964)-(476013)=-155049,-419854,0,(99000)-(123419)=-24419,(200767)-(27698)=173069,-243495,0,平手,0.95|0.93,3.5,4.00|0.13,89',,2:1
745265208,丹麦超,2017-07-25 01:00,比利希尔星格 vs 欧登塞 BK,受平/半,1.05|0.85,2.5,0.94|0.94,(145235)-(188816)=-43581,(158459)-(310000)=-151541,-72595,0,(82625)-(0)=82625,(150893)-(9642)=141251,-162600,0,平手,1.21|0.70,2.5,2.94|0.22,89',,0:2
746085835,爱尔兰超级联赛,2017-07-25 03:00,费恩夏普 vs 德利城,,,,,(93556)-(31296)=62260,(15859)-(38750)=-22891,38964,0,(24462)-(6329)=18133,(26578)-(5048)=21530,76712,0,,,,,,,-
745265204,巴西 - 甲级联赛,2017-07-25 07:00,圣保罗 vs 格雷米奥阿雷格里港,,,,,(332785)-(173520)=159265,(171357)-(541436)=-370079,235139,0,(4440)-(0)=4440,(56007)-(30415)=25592,-110444,0,,,,,,,-
745789092,冰岛超级联赛,2017-07-26 03:15,奥拉弗斯维  vs 瓦路尔,,,,,(71550)-(112703)=-41153,0,28426,0,(33920)-(0)=33920,0,-12000,0,,,,,,,-
745381494,南美足协 - 南美俱乐部杯,2017-07-26 06:15,沙佩科恩斯 SC vs 防卫者,,,,,(12871)-(266392)=-253521,(41657)-(153197)=-111540,-51100,0,(2100)-(40000)=-37900,(0)-(350)=-350,0,0,,,,,,,-
745583193,日本联赛杯,2017-07-26 18:00,大阪樱花 vs 札幌冈萨多,,,,,(303041)-(332840)=-29799,(426415)-(108690)=317725,299492,0,(20521)-(847)=19674,(68983)-(175068)=-106085,-24081,0,,,,,,,-
